blog_code,segment,impressions,clicks,ctr
5388,passing,38,0,0.000000
5389,low,32,0,0.000000
5391,passing,37,0,0.000000
5395,hidden,18,0,0.000000
5397,low,32,0,0.000000
5398,(unmatched),76,4,0.052632
5400,low,8,0,0.000000
5402,(unmatched),40,0,0.000000
5404,(unmatched),141,0,0.000000
5406,(unmatched),7,0,0.000000
5407,(unmatched),54,0,0.000000
5409,(unmatched),32,0,0.000000
5410,passing,441,0,0.000000
5412,passing,1315,0,0.000000
5414,(unmatched),36,0,0.000000
5417,passing,19,0,0.000000
5420,passing,239,0,0.000000
5421,low,16,0,0.000000
5425,low,25,0,0.000000
5430,(unmatched),25,0,0.000000
5431,passing,20,0,0.000000
5432,(unmatched),4,0,0.000000
5433,passing,244,0,0.000000
5435,low,39,0,0.000000
5439,passing,123,0,0.000000
5440,low,4,0,0.000000
5441,low,4,0,0.000000
5446,passing,58,0,0.000000
5448,(unmatched),407,0,0.000000
5454,low,32,0,0.000000
5464,passing,20,0,0.000000
5468,low,40,0,0.000000
5469,low,15,0,0.000000
5473,low,23,0,0.000000
5474,low,11,0,0.000000
5475,low,29,0,0.000000
5477,passing,8,0,0.000000
5478,(unmatched),40,0,0.000000
5482,low,19,0,0.000000
5483,passing,511,4,0.007828
5484,(unmatched),15,0,0.000000
5486,passing,172,0,0.000000
5495,passing,142,0,0.000000
5500,low,1943,22,0.011323
5507,passing,388,0,0.000000
5508,hidden,11,0,0.000000
5512,(unmatched),72,0,0.000000
5513,low,33,4,0.121212
5517,low,19,0,0.000000
5518,killer,499,0,0.000000
5519,hidden,27,4,0.148148
5522,low,8,0,0.000000
5523,passing,821,0,0.000000
5525,hidden,82,0,0.000000
5535,passing,35,0,0.000000
5538,passing,1338,18,0.013453
5541,low,49,0,0.000000
5544,low,18,0,0.000000
5547,low,4,0,0.000000
5548,low,29,0,0.000000
5549,passing,2982,85,0.028504
5551,(unmatched),42,0,0.000000
5557,passing,8,0,0.000000
5559,hidden,51,0,0.000000
5563,low,160,0,0.000000
5565,passing,1806,7,0.003876
5566,low,19,0,0.000000
5568,low,33,0,0.000000
5590,low,46,0,0.000000
5592,low,62,0,0.000000
5600,low,18,0,0.000000
5602,passing,46,0,0.000000
5603,low,53,0,0.000000
5604,passing,2202,7,0.003179
5607,low,22,0,0.000000
5610,(unmatched),80,0,0.000000
5613,low,23,0,0.000000
5614,low,136,0,0.000000
5617,low,8,0,0.000000
5618,low,25,0,0.000000
5619,passing,1322,4,0.003026
5621,hidden,159,0,0.000000
5624,passing,275,0,0.000000
5636,low,11,0,0.000000
5649,low,89,0,0.000000
5650,low,4,0,0.000000
5651,low,56,0,0.000000
5653,low,18,0,0.000000
5655,passing,2752,29,0.010538
5657,low,4,0,0.000000
5658,low,15,0,0.000000
5659,low,43,0,0.000000
5661,low,173,0,0.000000
5665,low,138,0,0.000000
5667,low,106,0,0.000000
5671,low,157,4,0.025478
5674,low,63,0,0.000000
5679,low,74,0,0.000000
5680,passing,925,0,0.000000
5681,passing,354,0,0.000000
5682,low,279,0,0.000000
5683,low,159,0,0.000000
5684,passing,997,0,0.000000
5688,low,4,0,0.000000
5689,passing,247,0,0.000000
5696,passing,55,0,0.000000
5700,low,11,0,0.000000
5702,low,11,0,0.000000
5708,passing,5894,0,0.000000
5710,low,39,0,0.000000
5711,passing,275,0,0.000000
5713,(unmatched),446,0,0.000000
5720,low,19,0,0.000000
5724,(unmatched),11,0,0.000000
5726,passing,22,0,0.000000
5731,passing,452,0,0.000000
5734,passing,288,0,0.000000
5748,passing,11,0,0.000000
5751,passing,475,0,0.000000
5752,passing,339,0,0.000000
5754,hidden,4,0,0.000000
5755,passing,18,0,0.000000
5756,passing,87,0,0.000000
5758,low,33,0,0.000000
5761,passing,117,0,0.000000
5762,low,107,0,0.000000
5763,(unmatched),43,0,0.000000
5765,passing,418,0,0.000000
5767,low,4,0,0.000000
5770,low,15,0,0.000000
5784,passing,249,0,0.000000
5795,low,8,0,0.000000
5797,passing,2756,15,0.005443
5799,passing,92,0,0.000000
5800,passing,48,0,0.000000
5814,low,4,0,0.000000
5816,passing,38,0,0.000000
5819,low,29,0,0.000000
5822,low,21,0,0.000000
5824,low,97,0,0.000000
5828,low,4,0,0.000000
5829,passing,204,0,0.000000
5839,low,191,0,0.000000
5846,passing,194,0,0.000000
5847,low,8,0,0.000000
5849,(unmatched),11,0,0.000000
5852,low,72,0,0.000000
5853,low,64,0,0.000000
5857,passing,89,0,0.000000
5872,low,8,0,0.000000
5873,passing,727,0,0.000000
5891,low,56,0,0.000000
5892,low,8,0,0.000000
5894,passing,23,0,0.000000
5895,(unmatched),14,0,0.000000
5900,low,4,0,0.000000
5908,low,141,0,0.000000
5909,low,216,0,0.000000
5913,low,60,0,0.000000
5954,low,4,0,0.000000
5961,low,7,0,0.000000
5962,low,143,0,0.000000
5986,passing,807,0,0.000000
5989,passing,202,0,0.000000
5992,low,4,0,0.000000
6004,low,8,0,0.000000
6040,low,4,0,0.000000
6044,killer,146,0,0.000000
6045,(unmatched),4,0,0.000000
6048,low,124,0,0.000000
6049,low,40,0,0.000000
6065,passing,131,4,0.030534
6066,low,21,0,0.000000
6081,(unmatched),7,0,0.000000
6082,low,7,0,0.000000
6103,low,4,0,0.000000
6105,low,361,0,0.000000
6107,low,18,0,0.000000
6115,passing,403,0,0.000000
6116,low,215,0,0.000000
6117,low,7,0,0.000000
6118,passing,252,0,0.000000
6119,low,4,0,0.000000
6124,passing,64,4,0.062500
6130,low,54,0,0.000000
6152,low,12,0,0.000000
6158,low,7,0,0.000000
6160,low,4,0,0.000000
6167,low,74,0,0.000000
6173,(unmatched),4,0,0.000000
6184,low,11,0,0.000000
6192,low,4,0,0.000000
6204,passing,1377,0,0.000000
6222,passing,252,4,0.015873
6229,low,7,0,0.000000
6241,low,4,0,0.000000
6247,low,4,0,0.000000
6258,low,11,0,0.000000
6269,passing,343,4,0.011662
6274,low,19,0,0.000000
6276,low,4,0,0.000000
6277,low,60,0,0.000000
6287,low,26,0,0.000000
6299,low,11,0,0.000000
6307,passing,1138,12,0.010545
6308,low,80,0,0.000000
6314,low,29,0,0.000000
6322,low,28,0,0.000000
6323,low,16,0,0.000000
6338,(unmatched),769,0,0.000000
6342,low,8,0,0.000000
6345,low,89,0,0.000000
6358,(unmatched),11,0,0.000000
6365,low,90,0,0.000000
6374,low,4,0,0.000000
6377,low,11,0,0.000000
6384,(unmatched),4,0,0.000000
6385,(unmatched),4,0,0.000000
6388,low,53,0,0.000000
6389,low,4,0,0.000000
6399,(unmatched),4,0,0.000000
6405,low,19,0,0.000000
6407,passing,213,0,0.000000
6415,low,77,0,0.000000
6416,low,11,0,0.000000
6418,low,4,0,0.000000
6426,low,8,0,0.000000
6431,low,4,0,0.000000
6435,low,25,0,0.000000
6448,low,26,0,0.000000
6456,low,515,0,0.000000
6460,(unmatched),4,0,0.000000
6481,(unmatched),154,4,0.025974
6484,low,61,0,0.000000
6490,passing,8,0,0.000000
6491,(unmatched),12,0,0.000000
6492,passing,635,0,0.000000
6495,low,4,0,0.000000
6497,passing,116,0,0.000000
6499,low,11,0,0.000000
6501,passing,183,0,0.000000
6502,passing,120,0,0.000000
6503,low,7,0,0.000000
6510,low,19,0,0.000000
6511,low,35,0,0.000000
6512,low,25,0,0.000000
6513,low,28,0,0.000000
6516,low,7,0,0.000000
6521,(unmatched),8,0,0.000000
6525,(unmatched),900,0,0.000000
6527,(unmatched),4,0,0.000000
6546,(unmatched),117,0,0.000000
6547,(unmatched),4,0,0.000000
6550,(unmatched),4,0,0.000000
6559,(unmatched),25,0,0.000000
6560,(unmatched),138,0,0.000000
6565,(unmatched),32,0,0.000000
6569,low,21,0,0.000000
6573,(unmatched),21,0,0.000000
6588,(unmatched),34,0,0.000000
6590,passing,139,0,0.000000
6597,(unmatched),25,0,0.000000
6610,low,7,0,0.000000
6614,(unmatched),4,0,0.000000
6617,low,29,0,0.000000
6625,(unmatched),21,0,0.000000
6626,low,54,0,0.000000
6629,(unmatched),63,0,0.000000
6632,(unmatched),77,0,0.000000
6637,low,89,0,0.000000
6638,(unmatched),92,0,0.000000
6639,low,4,0,0.000000
6641,low,4,0,0.000000
6655,passing,524,0,0.000000
6661,(unmatched),25,0,0.000000
6662,(unmatched),4,0,0.000000
6665,low,4,0,0.000000
6668,(unmatched),28,28,1.000000
6669,passing,18,0,0.000000
6676,(unmatched),7,0,0.000000
6684,(unmatched),32,0,0.000000
6686,(unmatched),11,0,0.000000
6687,low,4,0,0.000000
6690,passing,259,0,0.000000
6694,low,8,0,0.000000
6702,passing,129,0,0.000000
6703,(unmatched),39,0,0.000000
6706,(unmatched),4,0,0.000000
6713,low,7,0,0.000000
6716,(unmatched),23,0,0.000000
6718,low,8,0,0.000000
6721,passing,860,0,0.000000
6727,(unmatched),19,0,0.000000
6731,(unmatched),25,0,0.000000
6732,low,29,0,0.000000
6733,passing,474,18,0.037975
6734,(unmatched),32,0,0.000000
6746,low,20,0,0.000000
6752,passing,79,0,0.000000
6755,passing,62,0,0.000000
6760,low,274,0,0.000000
6762,passing,104,0,0.000000
6763,(unmatched),2646,4,0.001512
6765,passing,77,0,0.000000
6766,passing,20,0,0.000000
6768,low,4,0,0.000000
6769,low,8,0,0.000000
6772,(unmatched),741,0,0.000000
6779,(unmatched),7,0,0.000000
6784,low,12,0,0.000000
6790,low,53,0,0.000000
6791,low,15,0,0.000000
6793,low,19,0,0.000000
6794,low,22,0,0.000000
6795,(unmatched),517,4,0.007737
6798,(unmatched),4,0,0.000000
6804,low,23,0,0.000000
6808,low,4,0,0.000000
6817,low,22,0,0.000000
6820,(unmatched),4,0,0.000000
6829,passing,130,0,0.000000
6846,low,18,0,0.000000
6851,low,7,0,0.000000
6854,passing,220,0,0.000000
6859,passing,26,0,0.000000
6863,(unmatched),58,0,0.000000
6871,low,51,0,0.000000
6873,low,8,0,0.000000
6876,passing,22,0,0.000000
6880,(unmatched),4,0,0.000000
6881,(unmatched),307,0,0.000000
6883,(unmatched),95,0,0.000000
6885,(unmatched),7,0,0.000000
6886,(unmatched),22,0,0.000000
6887,low,4,0,0.000000
6895,(unmatched),39,0,0.000000
6896,(unmatched),177,0,0.000000
6897,(unmatched),11,0,0.000000
6898,(unmatched),36,0,0.000000
6905,passing,11,0,0.000000
6906,low,57,0,0.000000
6912,low,60,0,0.000000
6918,passing,276,0,0.000000
6928,(unmatched),7,0,0.000000
6931,(unmatched),146,0,0.000000
6932,low,26,0,0.000000
6934,low,19,0,0.000000
6936,(unmatched),4,0,0.000000
6937,(unmatched),4,0,0.000000
6938,low,18,0,0.000000
6939,low,11,0,0.000000
6942,low,69,0,0.000000
6943,passing,443,0,0.000000
6945,passing,517,4,0.007737
6946,low,131,0,0.000000
6947,passing,25,0,0.000000
6948,(unmatched),34,0,0.000000
6957,passing,126,0,0.000000
6959,(unmatched),4,0,0.000000
6965,(unmatched),18,0,0.000000
6972,(unmatched),4,0,0.000000
6975,(unmatched),4,0,0.000000
6978,passing,54,0,0.000000
6985,(unmatched),19,0,0.000000
6987,(unmatched),57,0,0.000000
6995,low,151,8,0.052980
6997,(unmatched),4,0,0.000000
7000,(unmatched),4,0,0.000000
7004,passing,68,0,0.000000
7011,(unmatched),64,0,0.000000
7013,(unmatched),8,0,0.000000
7015,(unmatched),12,0,0.000000
7023,low,47,0,0.000000
7026,(unmatched),291,0,0.000000
7029,(unmatched),7,0,0.000000
7032,(unmatched),46,0,0.000000
7035,(unmatched),11,0,0.000000
7042,passing,42,0,0.000000
7049,low,8,0,0.000000
7061,(unmatched),4,0,0.000000
7064,(unmatched),11,0,0.000000
7065,(unmatched),4,0,0.000000
7068,low,22,0,0.000000
7071,(unmatched),7,0,0.000000
7073,(unmatched),8,0,0.000000
7074,(unmatched),23,0,0.000000
7075,low,39,0,0.000000
7077,low,14,0,0.000000
7079,low,62,0,0.000000
7080,(unmatched),4,0,0.000000
7081,(unmatched),80,0,0.000000
7084,(unmatched),4,0,0.000000
7086,(unmatched),4,0,0.000000
7088,(unmatched),21,0,0.000000
7096,(unmatched),39,8,0.205128
7097,(unmatched),77,0,0.000000
7100,low,18,0,0.000000
7101,low,4,0,0.000000
7103,(unmatched),4,0,0.000000
7105,(unmatched),4,0,0.000000
7106,(unmatched),43,0,0.000000
7109,low,97,0,0.000000
7112,(unmatched),11,0,0.000000
7115,(unmatched),162,0,0.000000
7116,low,4,0,0.000000
7117,(unmatched),12,0,0.000000
7118,low,29,0,0.000000
7124,(unmatched),67,0,0.000000
7125,low,7,0,0.000000
7128,low,46,0,0.000000
7129,passing,48,0,0.000000
7131,low,11,0,0.000000
7132,low,293,0,0.000000
7134,(unmatched),411,0,0.000000
7136,(unmatched),4,0,0.000000
7137,low,11,0,0.000000
7138,(unmatched),187,0,0.000000
7145,low,4,0,0.000000
7148,(unmatched),4,0,0.000000
7152,low,36,0,0.000000
7153,(unmatched),49,0,0.000000
7157,(unmatched),56,0,0.000000
7159,(unmatched),4,0,0.000000
7160,(unmatched),4,0,0.000000
7161,(unmatched),15,0,0.000000
7166,low,4,0,0.000000
7169,low,77,4,0.051948
7172,low,7,0,0.000000
7174,(unmatched),4,0,0.000000
7176,low,11,0,0.000000
7178,(unmatched),34,0,0.000000
7179,low,72,0,0.000000
7183,(unmatched),46,0,0.000000
7191,low,7,0,0.000000
7208,low,50,0,0.000000
7209,low,74,0,0.000000
7210,(unmatched),4,0,0.000000
7212,low,49,0,0.000000
7215,(unmatched),14,0,0.000000
7223,(unmatched),4,0,0.000000
7229,passing,116,0,0.000000
7230,low,11,0,0.000000
7239,(unmatched),55,0,0.000000
7241,low,180,0,0.000000
7242,(unmatched),141,0,0.000000
7249,(unmatched),25,0,0.000000
7253,low,4,0,0.000000
7254,passing,33,0,0.000000
7258,low,53,0,0.000000
7259,(unmatched),4,0,0.000000
7261,low,4,0,0.000000
7262,(unmatched),14,0,0.000000
7270,(unmatched),14,0,0.000000
7272,(unmatched),4,0,0.000000
7278,passing,1459,0,0.000000
7284,(unmatched),8,0,0.000000
7285,(unmatched),4,0,0.000000
7286,(unmatched),19,0,0.000000
7294,(unmatched),4,0,0.000000
7295,(unmatched),12,0,0.000000
7298,(unmatched),4,0,0.000000
7300,(unmatched),4,0,0.000000
7304,(unmatched),7,0,0.000000
7305,(unmatched),23,0,0.000000
7306,(unmatched),15,0,0.000000
7309,(unmatched),7,0,0.000000
7316,(unmatched),4,0,0.000000
7317,(unmatched),44,0,0.000000
7324,(unmatched),70,0,0.000000
7327,(unmatched),32,0,0.000000
7329,(unmatched),58,0,0.000000
7330,(unmatched),58,0,0.000000
7334,(unmatched),74,0,0.000000
7342,(unmatched),26,0,0.000000
7343,(unmatched),239,0,0.000000
7346,(unmatched),4,0,0.000000
7347,(unmatched),4,0,0.000000
7352,(unmatched),29,0,0.000000
7354,(unmatched),11,0,0.000000
7358,(unmatched),7,0,0.000000
7362,(unmatched),39,0,0.000000
7363,(unmatched),56,0,0.000000
7369,(unmatched),8,0,0.000000
7370,(unmatched),4,0,0.000000
7371,(unmatched),4,0,0.000000
7372,(unmatched),14,0,0.000000
7376,(unmatched),1194,15,0.012563
7377,(unmatched),475,0,0.000000
7379,(unmatched),265,0,0.000000
7380,(unmatched),76,0,0.000000
7381,(unmatched),7,0,0.000000
7385,(unmatched),21,0,0.000000
7390,(unmatched),7,0,0.000000
7392,(unmatched),7,0,0.000000
7396,(unmatched),4,0,0.000000
7402,(unmatched),25,0,0.000000
7403,(unmatched),4,0,0.000000
7405,(unmatched),47,0,0.000000
7406,(unmatched),4,0,0.000000
7409,(unmatched),86,0,0.000000
7422,(unmatched),4,0,0.000000
7424,(unmatched),4,0,0.000000
7425,(unmatched),11,0,0.000000
7426,(unmatched),85,0,0.000000
7429,(unmatched),4,0,0.000000
7431,(unmatched),82,0,0.000000
7435,(unmatched),40,0,0.000000
7437,(unmatched),23,0,0.000000
7439,(unmatched),4,0,0.000000
7440,(unmatched),7,0,0.000000
7441,(unmatched),4,0,0.000000
7443,(unmatched),7,0,0.000000
7444,(unmatched),51,0,0.000000
7448,(unmatched),4,0,0.000000
7449,(unmatched),67,0,0.000000
7450,(unmatched),405,0,0.000000
7451,(unmatched),4,0,0.000000
7452,(unmatched),555,4,0.007207
7453,(unmatched),11,0,0.000000
7455,(unmatched),4,0,0.000000
7458,(unmatched),7,0,0.000000
7460,(unmatched),49,0,0.000000
7463,(unmatched),4,0,0.000000
7464,(unmatched),29,0,0.000000
7465,(unmatched),8,0,0.000000
7466,(unmatched),32,0,0.000000
7467,(unmatched),25,0,0.000000
7476,(unmatched),4,0,0.000000
7484,(unmatched),286,0,0.000000
7488,(unmatched),16,0,0.000000
7489,(unmatched),4,0,0.000000
7490,(unmatched),54,0,0.000000
7491,(unmatched),11,0,0.000000
7496,(unmatched),828,4,0.004831
7497,(unmatched),135,4,0.029630
7506,(unmatched),215,0,0.000000
7509,(unmatched),4,0,0.000000
7510,(unmatched),7,0,0.000000
7513,(unmatched),73,0,0.000000
7515,(unmatched),7,0,0.000000
7520,(unmatched),4,0,0.000000
7521,(unmatched),316,0,0.000000
7528,(unmatched),4,0,0.000000
7530,(unmatched),28,0,0.000000
7533,(unmatched),4,0,0.000000
7534,(unmatched),8,0,0.000000
7535,(unmatched),57,0,0.000000
7536,(unmatched),131,0,0.000000
7537,(unmatched),4,0,0.000000
7538,(unmatched),8,0,0.000000
7541,(unmatched),32,0,0.000000
7546,(unmatched),11,0,0.000000
7547,(unmatched),62,0,0.000000
7550,(unmatched),8,0,0.000000
7553,(unmatched),242,0,0.000000
7558,(unmatched),47,0,0.000000
7565,(unmatched),360,0,0.000000
7567,(unmatched),7,0,0.000000
7569,(unmatched),11,0,0.000000
7573,(unmatched),4,0,0.000000
7574,(unmatched),12,0,0.000000
7575,(unmatched),322,0,0.000000
7577,(unmatched),14,0,0.000000
7580,(unmatched),81,0,0.000000
7582,(unmatched),14,0,0.000000
7588,(unmatched),8,0,0.000000
7589,(unmatched),53,0,0.000000
7590,(unmatched),4,0,0.000000
7603,(unmatched),38,0,0.000000
7604,(unmatched),32,0,0.000000
7607,(unmatched),70,0,0.000000
7608,(unmatched),7,0,0.000000
7613,(unmatched),11,0,0.000000
7615,(unmatched),4,0,0.000000
7617,(unmatched),4,0,0.000000
7621,(unmatched),8,0,0.000000
7624,(unmatched),70,0,0.000000
7625,(unmatched),28,0,0.000000
7627,(unmatched),11,0,0.000000
7631,(unmatched),89,0,0.000000
7638,(unmatched),8,0,0.000000
7640,(unmatched),695,0,0.000000
7643,(unmatched),50,0,0.000000
7644,(unmatched),4,0,0.000000
7645,(unmatched),4,0,0.000000
7647,(unmatched),4,0,0.000000
7648,(unmatched),8,0,0.000000
7649,(unmatched),12,0,0.000000
7650,(unmatched),7,0,0.000000
7651,(unmatched),11,0,0.000000
7652,(unmatched),4,0,0.000000
7653,(unmatched),8,0,0.000000
7660,(unmatched),36,0,0.000000
7668,(unmatched),36,0,0.000000
7672,(unmatched),187,0,0.000000
7673,(unmatched),33,0,0.000000
7679,(unmatched),35,0,0.000000
7680,(unmatched),14,0,0.000000
7684,(unmatched),18,0,0.000000
7685,(unmatched),11,0,0.000000
7686,(unmatched),11,0,0.000000
7687,(unmatched),36,0,0.000000
7689,(unmatched),4,0,0.000000
7690,(unmatched),4,0,0.000000
7691,(unmatched),4,0,0.000000
7700,(unmatched),254,0,0.000000
7702,(unmatched),15,0,0.000000
7703,(unmatched),4,0,0.000000
7704,(unmatched),25,0,0.000000
7709,(unmatched),4,0,0.000000
7711,(unmatched),4,0,0.000000
7712,(unmatched),308,0,0.000000
7713,(unmatched),11,0,0.000000
7715,(unmatched),114,0,0.000000
7717,(unmatched),159,0,0.000000
7719,(unmatched),7,0,0.000000
7723,(unmatched),21,0,0.000000
7732,(unmatched),15,0,0.000000
7734,(unmatched),18,0,0.000000
7735,(unmatched),4,0,0.000000
7736,(unmatched),85,0,0.000000
7739,(unmatched),8,0,0.000000
7741,(unmatched),7,0,0.000000
7742,(unmatched),26,0,0.000000
7743,(unmatched),67,0,0.000000
7744,(unmatched),25,0,0.000000
7747,(unmatched),11,0,0.000000
7750,(unmatched),4,0,0.000000
7754,(unmatched),14,0,0.000000
7758,(unmatched),7,0,0.000000
7761,(unmatched),114,0,0.000000
7762,(unmatched),56,0,0.000000
7765,(unmatched),18,0,0.000000
7767,(unmatched),7,0,0.000000
7773,(unmatched),307,0,0.000000
7774,(unmatched),16,0,0.000000
7777,(unmatched),8,0,0.000000
7778,(unmatched),43,0,0.000000
7780,(unmatched),96,0,0.000000
7782,(unmatched),8,0,0.000000
7783,(unmatched),4,0,0.000000
7786,(unmatched),7,0,0.000000
7790,(unmatched),4,0,0.000000
7791,(unmatched),8,0,0.000000
7793,(unmatched),29,0,0.000000
7795,(unmatched),19,0,0.000000
7797,(unmatched),4,0,0.000000
7802,(unmatched),4,0,0.000000
7806,(unmatched),33,0,0.000000
7807,(unmatched),14,0,0.000000
7810,(unmatched),4,0,0.000000
7811,(unmatched),18,0,0.000000
7814,(unmatched),4,0,0.000000
7815,(unmatched),25,0,0.000000
7816,(unmatched),18,0,0.000000
7817,(unmatched),113,0,0.000000
7820,(unmatched),4,0,0.000000
7821,(unmatched),63,0,0.000000
7822,(unmatched),4,0,0.000000
7823,(unmatched),4,0,0.000000
7824,(unmatched),7,0,0.000000
7825,(unmatched),4,0,0.000000
7830,(unmatched),19,0,0.000000
7832,(unmatched),7,0,0.000000
7833,(unmatched),106,0,0.000000
7834,(unmatched),39,0,0.000000
7835,(unmatched),106,0,0.000000
7838,(unmatched),81,0,0.000000
7841,(unmatched),16,0,0.000000
7842,(unmatched),25,0,0.000000
7844,(unmatched),89,0,0.000000
7852,(unmatched),25,0,0.000000
7855,(unmatched),273,0,0.000000
7859,(unmatched),260,0,0.000000
7860,(unmatched),4,0,0.000000
7862,(unmatched),7,0,0.000000
7863,(unmatched),4,0,0.000000
7872,(unmatched),14,0,0.000000
7873,(unmatched),15,0,0.000000
7876,(unmatched),108,0,0.000000
7878,(unmatched),4,0,0.000000
7882,(unmatched),18,0,0.000000
7886,(unmatched),96,0,0.000000
7887,(unmatched),32,0,0.000000
7888,(unmatched),4,0,0.000000
7891,(unmatched),4,0,0.000000
7892,(unmatched),54,0,0.000000
7894,(unmatched),4,0,0.000000
7895,(unmatched),14,0,0.000000
7902,(unmatched),48,0,0.000000
7903,(unmatched),4,0,0.000000
7904,(unmatched),8,0,0.000000
7912,(unmatched),7,0,0.000000
7913,(unmatched),64,0,0.000000
7918,(unmatched),40,0,0.000000
7920,(unmatched),113,0,0.000000
7922,(unmatched),4,0,0.000000
7929,(unmatched),719,0,0.000000
7930,(unmatched),8,0,0.000000
7931,(unmatched),18,0,0.000000
7936,(unmatched),263,4,0.015209
7937,(unmatched),43,0,0.000000
7938,(unmatched),1523,65,0.042679
7941,(unmatched),7,0,0.000000
7943,(unmatched),4,0,0.000000
7944,(unmatched),4,0,0.000000
7945,(unmatched),22,0,0.000000
7947,(unmatched),18,0,0.000000
7948,(unmatched),28,0,0.000000
7950,(unmatched),11,0,0.000000
7951,(unmatched),40,0,0.000000
7954,(unmatched),7,0,0.000000
7957,(unmatched),86,0,0.000000
7960,(unmatched),194,0,0.000000
7961,(unmatched),68,0,0.000000
7968,(unmatched),103,0,0.000000
7969,(unmatched),53,0,0.000000
7977,(unmatched),18,0,0.000000
7980,(unmatched),4,0,0.000000
7981,(unmatched),4,0,0.000000
7987,(unmatched),4,0,0.000000
7988,(unmatched),159,0,0.000000
7990,(unmatched),8,0,0.000000
7995,(unmatched),4,0,0.000000
8004,(unmatched),18,0,0.000000
8005,(unmatched),19,0,0.000000
8008,(unmatched),11,0,0.000000
8009,(unmatched),4,0,0.000000
8010,(unmatched),14,0,0.000000
8013,(unmatched),4,0,0.000000
8017,(unmatched),11,0,0.000000
8019,(unmatched),4,0,0.000000
8020,(unmatched),11,0,0.000000
8022,(unmatched),11,0,0.000000
8024,(unmatched),4,0,0.000000
8027,(unmatched),4,0,0.000000
8030,(unmatched),11,0,0.000000
8031,(unmatched),28,0,0.000000
8035,(unmatched),807,0,0.000000
8036,(unmatched),42,0,0.000000
8042,(unmatched),4,0,0.000000
8048,(unmatched),18,0,0.000000
8051,(unmatched),182,0,0.000000
8054,(unmatched),11,0,0.000000
8057,(unmatched),76,0,0.000000
8058,(unmatched),43,0,0.000000
8060,(unmatched),42,0,0.000000
8061,(unmatched),7,0,0.000000
8062,(unmatched),67,0,0.000000
8065,(unmatched),4,0,0.000000
8066,(unmatched),11,0,0.000000
8068,(unmatched),61,0,0.000000
8069,(unmatched),32,7,0.218750
8070,(unmatched),14,0,0.000000
8071,(unmatched),93,0,0.000000
8072,(unmatched),4,0,0.000000
8073,(unmatched),18,0,0.000000
8074,(unmatched),4,0,0.000000
8079,(unmatched),8,0,0.000000
8083,(unmatched),7,0,0.000000
8087,(unmatched),28,0,0.000000
8088,(unmatched),75,0,0.000000
8089,(unmatched),3039,30,0.009872
8092,(unmatched),4,0,0.000000
8094,(unmatched),99,0,0.000000
8095,(unmatched),4,0,0.000000
8100,(unmatched),11,0,0.000000
8104,(unmatched),18,0,0.000000
8108,(unmatched),7,0,0.000000
8109,(unmatched),40,0,0.000000
8111,(unmatched),4,0,0.000000
8112,(unmatched),26,0,0.000000
8113,(unmatched),11,0,0.000000
8114,(unmatched),64,0,0.000000
8115,(unmatched),32,0,0.000000
8116,(unmatched),15,0,0.000000
8118,(unmatched),28,0,0.000000
8123,(unmatched),61,0,0.000000
8126,(unmatched),15,0,0.000000
8127,(unmatched),49,0,0.000000
8128,(unmatched),122,0,0.000000
8129,(unmatched),32,0,0.000000
8131,(unmatched),74,0,0.000000
8133,(unmatched),4,0,0.000000
8138,(unmatched),85,0,0.000000
8139,(unmatched),7,0,0.000000
8144,(unmatched),50,0,0.000000
8145,(unmatched),11,0,0.000000
8146,(unmatched),370,0,0.000000
8148,(unmatched),228,0,0.000000
8150,(unmatched),4,0,0.000000
8151,(unmatched),547,0,0.000000
8152,(unmatched),14,0,0.000000
8153,(unmatched),12,0,0.000000
8159,(unmatched),4,0,0.000000
8163,(unmatched),25,0,0.000000
8167,(unmatched),4,0,0.000000
8171,(unmatched),8,0,0.000000
8173,(unmatched),4,0,0.000000
8192,(unmatched),4,0,0.000000
8194,(unmatched),4,0,0.000000
8196,(unmatched),94,0,0.000000
8197,(unmatched),8,0,0.000000
8198,(unmatched),121,0,0.000000
8199,(unmatched),68,0,0.000000
8202,(unmatched),4,0,0.000000
8204,(unmatched),25,0,0.000000
8205,(unmatched),32,0,0.000000
8207,(unmatched),42,0,0.000000
8208,(unmatched),189,0,0.000000
8211,(unmatched),4,0,0.000000
8212,(unmatched),4,0,0.000000
8214,(unmatched),183,0,0.000000
8215,(unmatched),4,0,0.000000
8216,(unmatched),14,0,0.000000
8217,(unmatched),7,0,0.000000
8220,(unmatched),1383,0,0.000000
8225,(unmatched),14,0,0.000000
8226,(unmatched),14,0,0.000000
8227,(unmatched),11,0,0.000000
8228,(unmatched),4,0,0.000000
8234,(unmatched),1136,4,0.003521
8235,(unmatched),14,0,0.000000
8238,(unmatched),74,0,0.000000
8239,(unmatched),114,0,0.000000
8242,(unmatched),49,0,0.000000
8243,(unmatched),15,0,0.000000
8244,(unmatched),22,0,0.000000
8245,(unmatched),4,0,0.000000
8249,(unmatched),32,0,0.000000
8251,(unmatched),56,0,0.000000
8252,(unmatched),4,0,0.000000
8253,(unmatched),11,0,0.000000
8256,(unmatched),4,0,0.000000
8257,(unmatched),92,0,0.000000
8260,(unmatched),20,0,0.000000
8262,(unmatched),11,0,0.000000
8269,(unmatched),4,0,0.000000
8271,(unmatched),4,0,0.000000
