blog_code,category,impressions,clicks,ctr
7673,unmatched:unpublished(404 likely),33,0,0.000000
7679,unmatched:unpublished(404 likely),35,0,0.000000
7680,unmatched:unpublished(404 likely),14,0,0.000000
7684,unmatched:unpublished(404 likely),18,0,0.000000
7685,unmatched:unpublished(404 likely),11,0,0.000000
7686,unmatched:unpublished(404 likely),11,0,0.000000
7687,unmatched:unpublished(404 likely),36,0,0.000000
7689,unmatched:unpublished(404 likely),4,0,0.000000
7690,unmatched:unpublished(404 likely),4,0,0.000000
7691,unmatched:unpublished(404 likely),4,0,0.000000
7700,unmatched:unpublished(404 likely),255,0,0.000000
7702,unmatched:unpublished(404 likely),15,0,0.000000
7703,unmatched:unpublished(404 likely),4,0,0.000000
7704,unmatched:unpublished(404 likely),25,0,0.000000
7709,unmatched:unpublished(404 likely),4,0,0.000000
7711,unmatched:unpublished(404 likely),4,0,0.000000
7712,unmatched:unpublished(404 likely),310,0,0.000000
7713,unmatched:unpublished(404 likely),11,0,0.000000
7715,unmatched:unpublished(404 likely),114,0,0.000000
7717,unmatched:unpublished(404 likely),159,0,0.000000
7719,unmatched:unpublished(404 likely),7,0,0.000000
7723,unmatched:unpublished(404 likely),21,0,0.000000
7732,unmatched:unpublished(404 likely),15,0,0.000000
7734,unmatched:unpublished(404 likely),18,0,0.000000
7735,unmatched:unpublished(404 likely),4,0,0.000000
7736,unmatched:unpublished(404 likely),85,0,0.000000
7739,unmatched:unpublished(404 likely),8,0,0.000000
7741,unmatched:unpublished(404 likely),7,0,0.000000
7742,unmatched:unpublished(404 likely),26,0,0.000000
7743,unmatched:unpublished(404 likely),67,0,0.000000
7744,unmatched:unpublished(404 likely),25,0,0.000000
7747,unmatched:unpublished(404 likely),11,0,0.000000
7750,unmatched:unpublished(404 likely),4,0,0.000000
7754,unmatched:unpublished(404 likely),14,0,0.000000
7758,unmatched:unpublished(404 likely),7,0,0.000000
7761,unmatched:unpublished(404 likely),115,0,0.000000
7762,unmatched:unpublished(404 likely),56,0,0.000000
7765,unmatched:unpublished(404 likely),18,0,0.000000
7767,unmatched:unpublished(404 likely),7,0,0.000000
7773,unmatched:unpublished(404 likely),312,0,0.000000
7774,unmatched:unpublished(404 likely),16,0,0.000000
7777,unmatched:unpublished(404 likely),8,0,0.000000
7778,unmatched:unpublished(404 likely),43,0,0.000000
7780,unmatched:unpublished(404 likely),96,0,0.000000
7782,unmatched:unpublished(404 likely),8,0,0.000000
7783,unmatched:unpublished(404 likely),4,0,0.000000
7786,unmatched:unpublished(404 likely),7,0,0.000000
7790,unmatched:unpublished(404 likely),4,0,0.000000
7791,unmatched:unpublished(404 likely),8,0,0.000000
7793,unmatched:unpublished(404 likely),29,0,0.000000
7795,unmatched:unpublished(404 likely),19,0,0.000000
7797,unmatched:unpublished(404 likely),4,0,0.000000
7802,unmatched:unpublished(404 likely),4,0,0.000000
7806,unmatched:unpublished(404 likely),33,0,0.000000
7807,unmatched:unpublished(404 likely),14,0,0.000000
7810,unmatched:unpublished(404 likely),4,0,0.000000
7811,unmatched:unpublished(404 likely),18,0,0.000000
7814,unmatched:unpublished(404 likely),4,0,0.000000
7815,unmatched:unpublished(404 likely),25,0,0.000000
7816,unmatched:unpublished(404 likely),18,0,0.000000
7817,unmatched:unpublished(404 likely),114,0,0.000000
7820,unmatched:unpublished(404 likely),4,0,0.000000
7821,unmatched:unpublished(404 likely),64,0,0.000000
7822,unmatched:unpublished(404 likely),4,0,0.000000
7823,unmatched:unpublished(404 likely),4,0,0.000000
7824,unmatched:unpublished(404 likely),7,0,0.000000
7825,unmatched:unpublished(404 likely),4,0,0.000000
7830,unmatched:unpublished(404 likely),19,0,0.000000
7832,unmatched:unpublished(404 likely),7,0,0.000000
7833,unmatched:unpublished(404 likely),106,0,0.000000
7834,unmatched:unpublished(404 likely),39,0,0.000000
7835,unmatched:unpublished(404 likely),106,0,0.000000
7838,unmatched:unpublished(404 likely),81,0,0.000000
7841,unmatched:unpublished(404 likely),16,0,0.000000
7842,unmatched:unpublished(404 likely),25,0,0.000000
7844,unmatched:unpublished(404 likely),93,0,0.000000
7852,unmatched:unpublished(404 likely),25,0,0.000000
7855,unmatched:unpublished(404 likely),277,0,0.000000
7859,unmatched:unpublished(404 likely),260,0,0.000000
7860,unmatched:unpublished(404 likely),4,0,0.000000
7862,unmatched:unpublished(404 likely),7,0,0.000000
7863,unmatched:unpublished(404 likely),4,0,0.000000
7872,unmatched:unpublished(404 likely),14,0,0.000000
7873,unmatched:unpublished(404 likely),15,0,0.000000
7876,unmatched:unpublished(404 likely),108,0,0.000000
7878,unmatched:unpublished(404 likely),4,0,0.000000
7882,unmatched:unpublished(404 likely),18,0,0.000000
7886,unmatched:unpublished(404 likely),96,0,0.000000
7887,unmatched:unpublished(404 likely),32,0,0.000000
7888,unmatched:unpublished(404 likely),4,0,0.000000
7891,unmatched:unpublished(404 likely),4,0,0.000000
7892,unmatched:unpublished(404 likely),54,0,0.000000
7894,unmatched:unpublished(404 likely),4,0,0.000000
7895,unmatched:unpublished(404 likely),14,0,0.000000
7902,unmatched:unpublished(404 likely),48,0,0.000000
7903,unmatched:unpublished(404 likely),4,0,0.000000
7904,unmatched:unpublished(404 likely),8,0,0.000000
7912,unmatched:unpublished(404 likely),7,0,0.000000
7913,unmatched:unpublished(404 likely),64,0,0.000000
7918,unmatched:unpublished(404 likely),40,0,0.000000
7920,unmatched:unpublished(404 likely),113,0,0.000000
7922,unmatched:unpublished(404 likely),4,0,0.000000
7929,unmatched:unpublished(404 likely),723,0,0.000000
7930,unmatched:unpublished(404 likely),8,0,0.000000
7931,unmatched:unpublished(404 likely),18,0,0.000000
7936,unmatched:unpublished(404 likely),263,4,0.015209
7937,unmatched:unpublished(404 likely),43,0,0.000000
7938,unmatched:unpublished(404 likely),1523,65,0.042679
7941,unmatched:unpublished(404 likely),7,0,0.000000
7943,unmatched:unpublished(404 likely),4,0,0.000000
7944,unmatched:unpublished(404 likely),4,0,0.000000
7945,unmatched:unpublished(404 likely),22,0,0.000000
7947,unmatched:unpublished(404 likely),18,0,0.000000
7948,unmatched:unpublished(404 likely),28,0,0.000000
7950,unmatched:unpublished(404 likely),11,0,0.000000
7951,unmatched:unpublished(404 likely),40,0,0.000000
7954,unmatched:unpublished(404 likely),7,0,0.000000
7957,unmatched:unpublished(404 likely),86,0,0.000000
7960,unmatched:unpublished(404 likely),198,0,0.000000
7961,unmatched:unpublished(404 likely),68,0,0.000000
7968,unmatched:unpublished(404 likely),104,0,0.000000
7969,unmatched:unpublished(404 likely),53,0,0.000000
7977,unmatched:unpublished(404 likely),18,0,0.000000
7980,unmatched:unpublished(404 likely),4,0,0.000000
7981,unmatched:unpublished(404 likely),4,0,0.000000
7987,unmatched:unpublished(404 likely),4,0,0.000000
7988,unmatched:unpublished(404 likely),159,0,0.000000
7990,unmatched:unpublished(404 likely),8,0,0.000000
7995,unmatched:unpublished(404 likely),4,0,0.000000
8004,unmatched:unpublished(404 likely),18,0,0.000000
8005,unmatched:unpublished(404 likely),19,0,0.000000
8008,unmatched:unpublished(404 likely),11,0,0.000000
8009,unmatched:unpublished(404 likely),4,0,0.000000
8010,unmatched:unpublished(404 likely),14,0,0.000000
8013,unmatched:unpublished(404 likely),4,0,0.000000
8017,unmatched:unpublished(404 likely),11,0,0.000000
8019,unmatched:unpublished(404 likely),4,0,0.000000
8020,unmatched:unpublished(404 likely),11,0,0.000000
8022,unmatched:unpublished(404 likely),11,0,0.000000
8024,unmatched:unpublished(404 likely),4,0,0.000000
8027,unmatched:unpublished(404 likely),4,0,0.000000
8030,unmatched:unpublished(404 likely),11,0,0.000000
8031,unmatched:unpublished(404 likely),28,0,0.000000
8035,unmatched:unpublished(404 likely),807,0,0.000000
8036,unmatched:unpublished(404 likely),42,0,0.000000
8042,unmatched:unpublished(404 likely),4,0,0.000000
8048,unmatched:unpublished(404 likely),18,0,0.000000
8051,unmatched:unpublished(404 likely),182,0,0.000000
8054,unmatched:unpublished(404 likely),11,0,0.000000
8057,unmatched:unpublished(404 likely),76,0,0.000000
8058,unmatched:unpublished(404 likely),43,0,0.000000
8060,unmatched:unpublished(404 likely),42,0,0.000000
8061,unmatched:unpublished(404 likely),7,0,0.000000
8062,unmatched:unpublished(404 likely),67,0,0.000000
8065,unmatched:unpublished(404 likely),4,0,0.000000
8066,unmatched:unpublished(404 likely),11,0,0.000000
8068,unmatched:unpublished(404 likely),61,0,0.000000
8069,unmatched:unpublished(404 likely),32,7,0.218750
8070,unmatched:unpublished(404 likely),14,0,0.000000
8071,unmatched:unpublished(404 likely),93,0,0.000000
8072,unmatched:unpublished(404 likely),4,0,0.000000
8073,unmatched:unpublished(404 likely),18,0,0.000000
8074,unmatched:unpublished(404 likely),4,0,0.000000
8079,unmatched:unpublished(404 likely),8,0,0.000000
8083,unmatched:unpublished(404 likely),7,0,0.000000
8087,unmatched:unpublished(404 likely),28,0,0.000000
8088,unmatched:unpublished(404 likely),75,0,0.000000
8089,unmatched:unpublished(404 likely),3044,30,0.009855
8092,unmatched:unpublished(404 likely),4,0,0.000000
8094,unmatched:unpublished(404 likely),99,0,0.000000
8095,unmatched:unpublished(404 likely),4,0,0.000000
8100,unmatched:unpublished(404 likely),11,0,0.000000
8104,unmatched:unpublished(404 likely),18,0,0.000000
8108,unmatched:unpublished(404 likely),7,0,0.000000
8109,unmatched:unpublished(404 likely),40,0,0.000000
8111,unmatched:unpublished(404 likely),4,0,0.000000
8112,unmatched:unpublished(404 likely),26,0,0.000000
8113,unmatched:unpublished(404 likely),11,0,0.000000
8114,unmatched:unpublished(404 likely),65,0,0.000000
8115,unmatched:unpublished(404 likely),32,0,0.000000
8116,unmatched:unpublished(404 likely),15,0,0.000000
8118,unmatched:unpublished(404 likely),28,0,0.000000
8123,unmatched:unpublished(404 likely),61,0,0.000000
8126,unmatched:unpublished(404 likely),15,0,0.000000
8127,unmatched:unpublished(404 likely),49,0,0.000000
8128,unmatched:unpublished(404 likely),122,0,0.000000
8129,unmatched:unpublished(404 likely),32,0,0.000000
8131,unmatched:unpublished(404 likely),74,0,0.000000
8133,unmatched:unpublished(404 likely),4,0,0.000000
8138,unmatched:unpublished(404 likely),85,0,0.000000
8139,unmatched:unpublished(404 likely),7,0,0.000000
8144,unmatched:unpublished(404 likely),50,0,0.000000
8145,unmatched:unpublished(404 likely),11,0,0.000000
8146,unmatched:unpublished(404 likely),370,0,0.000000
8148,unmatched:unpublished(404 likely),232,0,0.000000
8150,unmatched:unpublished(404 likely),4,0,0.000000
8151,unmatched:unpublished(404 likely),549,0,0.000000
8152,unmatched:unpublished(404 likely),14,0,0.000000
8153,unmatched:unpublished(404 likely),12,0,0.000000
8159,unmatched:unpublished(404 likely),4,0,0.000000
8163,unmatched:unpublished(404 likely),25,0,0.000000
8167,unmatched:unpublished(404 likely),4,0,0.000000
8171,unmatched:unpublished(404 likely),8,0,0.000000
8173,unmatched:unpublished(404 likely),4,0,0.000000
8192,unmatched:unpublished(404 likely),4,0,0.000000
8194,unmatched:unpublished(404 likely),4,0,0.000000
8196,unmatched:unpublished(404 likely),94,0,0.000000
8197,unmatched:unpublished(404 likely),8,0,0.000000
8198,unmatched:unpublished(404 likely),121,0,0.000000
8199,unmatched:unpublished(404 likely),68,0,0.000000
8202,unmatched:unpublished(404 likely),4,0,0.000000
8204,unmatched:unpublished(404 likely),25,0,0.000000
8205,unmatched:unpublished(404 likely),32,0,0.000000
8207,unmatched:unpublished(404 likely),42,0,0.000000
8208,unmatched:unpublished(404 likely),192,0,0.000000
8211,unmatched:unpublished(404 likely),4,0,0.000000
8212,unmatched:unpublished(404 likely),4,0,0.000000
8214,unmatched:unpublished(404 likely),184,0,0.000000
8215,unmatched:unpublished(404 likely),4,0,0.000000
8216,unmatched:unpublished(404 likely),14,0,0.000000
8217,unmatched:unpublished(404 likely),7,0,0.000000
8220,unmatched:unpublished(404 likely),1392,0,0.000000
8225,unmatched:unpublished(404 likely),14,0,0.000000
8226,unmatched:unpublished(404 likely),14,0,0.000000
8227,unmatched:unpublished(404 likely),11,0,0.000000
8228,unmatched:unpublished(404 likely),4,0,0.000000
8234,unmatched:unpublished(404 likely),1142,4,0.003503
8235,unmatched:unpublished(404 likely),14,0,0.000000
8238,unmatched:unpublished(404 likely),74,0,0.000000
8239,unmatched:unpublished(404 likely),114,0,0.000000
8242,unmatched:unpublished(404 likely),49,0,0.000000
8243,unmatched:unpublished(404 likely),15,0,0.000000
8244,unmatched:unpublished(404 likely),22,0,0.000000
8245,unmatched:unpublished(404 likely),4,0,0.000000
8249,unmatched:unpublished(404 likely),32,0,0.000000
8251,unmatched:unpublished(404 likely),57,0,0.000000
8252,unmatched:unpublished(404 likely),4,0,0.000000
8253,unmatched:unpublished(404 likely),11,0,0.000000
8256,unmatched:unpublished(404 likely),4,0,0.000000
8257,unmatched:unpublished(404 likely),92,0,0.000000
8260,unmatched:unpublished(404 likely),20,0,0.000000
8262,unmatched:unpublished(404 likely),11,0,0.000000
8269,unmatched:unpublished(404 likely),4,0,0.000000
8271,unmatched:unpublished(404 likely),4,0,0.000000
8272,unmatched:unpublished(404 likely),7,0,0.000000
8273,unmatched:unpublished(404 likely),194,0,0.000000
8274,unmatched:unpublished(404 likely),14,0,0.000000
8276,unmatched:unpublished(404 likely),32,0,0.000000
8280,unmatched:unpublished(404 likely),7,0,0.000000
8281,unmatched:unpublished(404 likely),35,0,0.000000
8283,unmatched:unpublished(404 likely),37,0,0.000000
8285,unmatched:unpublished(404 likely),96,0,0.000000
8286,unmatched:unpublished(404 likely),191,0,0.000000
8288,unmatched:unpublished(404 likely),32,0,0.000000
8289,unmatched:unpublished(404 likely),4,0,0.000000
8291,unmatched:unpublished(404 likely),15,0,0.000000
8294,unmatched:unpublished(404 likely),36,0,0.000000
8295,unmatched:unpublished(404 likely),4,0,0.000000
8301,unmatched:unpublished(404 likely),7,0,0.000000
8303,unmatched:unpublished(404 likely),7,0,0.000000
8304,unmatched:unpublished(404 likely),7,0,0.000000
8311,unmatched:unpublished(404 likely),4,0,0.000000
8312,unmatched:unpublished(404 likely),108,0,0.000000
8314,unmatched:unpublished(404 likely),1216,4,0.003289
8315,unmatched:unpublished(404 likely),4,0,0.000000
8318,unmatched:unpublished(404 likely),694,0,0.000000
8319,unmatched:unpublished(404 likely),23,0,0.000000
8320,unmatched:unpublished(404 likely),7,0,0.000000
8321,unmatched:unpublished(404 likely),1139,0,0.000000
8322,unmatched:unpublished(404 likely),27,0,0.000000
8323,unmatched:unpublished(404 likely),4,0,0.000000
8325,unmatched:unpublished(404 likely),21,0,0.000000
8330,unmatched:unpublished(404 likely),4,0,0.000000
8337,unmatched:unpublished(404 likely),29,0,0.000000
8348,unmatched:unpublished(404 likely),4,0,0.000000
8350,unmatched:unpublished(404 likely),11,0,0.000000
8352,unmatched:unpublished(404 likely),7,0,0.000000
8355,unmatched:unpublished(404 likely),788,0,0.000000
8356,unmatched:unpublished(404 likely),7,0,0.000000
8362,unmatched:unpublished(404 likely),11,0,0.000000
8369,unmatched:unpublished(404 likely),41,0,0.000000
8370,unmatched:unpublished(404 likely),12,0,0.000000
8372,unmatched:unpublished(404 likely),4,0,0.000000
8373,unmatched:unpublished(404 likely),18,0,0.000000
8376,unmatched:unpublished(404 likely),4,0,0.000000
8377,unmatched:unpublished(404 likely),8,0,0.000000
8378,unmatched:unpublished(404 likely),14,0,0.000000
8379,unmatched:unpublished(404 likely),163,0,0.000000
8381,unmatched:unpublished(404 likely),28,0,0.000000
8383,unmatched:unpublished(404 likely),32,0,0.000000
8385,unmatched:unpublished(404 likely),14,0,0.000000
8390,unmatched:unpublished(404 likely),976,4,0.004098
8394,unmatched:unpublished(404 likely),1965,0,0.000000
8396,unmatched:unpublished(404 likely),49,0,0.000000
8397,unmatched:unpublished(404 likely),129,0,0.000000
8398,unmatched:unpublished(404 likely),15,0,0.000000
8399,unmatched:unpublished(404 likely),149,0,0.000000
8400,unmatched:unpublished(404 likely),18,0,0.000000
8403,unmatched:unpublished(404 likely),4,0,0.000000
8404,unmatched:unpublished(404 likely),4,0,0.000000
8412,unmatched:unpublished(404 likely),21,0,0.000000
8417,unmatched:unpublished(404 likely),11,0,0.000000
8419,unmatched:unpublished(404 likely),4,0,0.000000
8421,unmatched:unpublished(404 likely),44,0,0.000000
8422,unmatched:unpublished(404 likely),4,0,0.000000
8424,unmatched:unpublished(404 likely),25,0,0.000000
8425,unmatched:unpublished(404 likely),95,0,0.000000
8434,unmatched:unpublished(404 likely),7,0,0.000000
8436,unmatched:unpublished(404 likely),4,0,0.000000
8438,unmatched:unpublished(404 likely),46,0,0.000000
8450,unmatched:unpublished(404 likely),4,0,0.000000
8457,unmatched:unpublished(404 likely),182,4,0.021978
8460,unmatched:unpublished(404 likely),11,0,0.000000
8462,unmatched:unpublished(404 likely),11,0,0.000000
8467,unmatched:unpublished(404 likely),8,0,0.000000
8468,unmatched:unpublished(404 likely),7,0,0.000000
8470,unmatched:unpublished(404 likely),22,0,0.000000
8471,unmatched:unpublished(404 likely),7,0,0.000000
8478,unmatched:unpublished(404 likely),15,0,0.000000
8479,unmatched:unpublished(404 likely),4,0,0.000000
8480,unmatched:unpublished(404 likely),81,0,0.000000
8482,unmatched:unpublished(404 likely),588,0,0.000000
8484,unmatched:unpublished(404 likely),4,0,0.000000
8485,unmatched:unpublished(404 likely),4,0,0.000000
8486,unmatched:unpublished(404 likely),32,0,0.000000
8487,unmatched:unpublished(404 likely),7,4,0.571429
8493,unmatched:unpublished(404 likely),7,0,0.000000
8494,unmatched:unpublished(404 likely),4,0,0.000000
8496,unmatched:unpublished(404 likely),58,0,0.000000
8498,unmatched:unpublished(404 likely),4,0,0.000000
8499,unmatched:unpublished(404 likely),187,0,0.000000
8501,unmatched:unpublished(404 likely),163,0,0.000000
8502,unmatched:unpublished(404 likely),11,0,0.000000
8507,unmatched:unpublished(404 likely),7,0,0.000000
8508,unmatched:unpublished(404 likely),88,0,0.000000
8509,unmatched:unpublished(404 likely),4,0,0.000000
8511,unmatched:unpublished(404 likely),4,0,0.000000
8513,unmatched:unpublished(404 likely),14,0,0.000000
8514,unmatched:unpublished(404 likely),4,0,0.000000
8520,unmatched:unpublished(404 likely),208,0,0.000000
8523,unmatched:unpublished(404 likely),28,0,0.000000
8528,unmatched:unpublished(404 likely),4,0,0.000000
8536,unmatched:unpublished(404 likely),71,0,0.000000
8537,unmatched:unpublished(404 likely),4,0,0.000000
8539,unmatched:unpublished(404 likely),7,0,0.000000
8541,unmatched:unpublished(404 likely),4,0,0.000000
8543,unmatched:unpublished(404 likely),5548,11,0.001983
8544,unmatched:unpublished(404 likely),25,4,0.160000
8546,unmatched:unpublished(404 likely),28,0,0.000000
8548,unmatched:unpublished(404 likely),8,0,0.000000
8549,unmatched:unpublished(404 likely),78,0,0.000000
8550,unmatched:unpublished(404 likely),4,0,0.000000
8551,unmatched:unpublished(404 likely),450,0,0.000000
8554,unmatched:unpublished(404 likely),78,0,0.000000
8559,unmatched:unpublished(404 likely),14,0,0.000000
8560,unmatched:unpublished(404 likely),212,0,0.000000
8562,unmatched:unpublished(404 likely),7,0,0.000000
8563,unmatched:unpublished(404 likely),14,0,0.000000
8564,unmatched:unpublished(404 likely),4,0,0.000000
8566,unmatched:unpublished(404 likely),534,0,0.000000
8569,unmatched:unpublished(404 likely),11,0,0.000000
8571,unmatched:unpublished(404 likely),8,0,0.000000
8572,unmatched:unpublished(404 likely),29,0,0.000000
8573,unmatched:unpublished(404 likely),4,0,0.000000
8575,unmatched:unpublished(404 likely),147,0,0.000000
8577,unmatched:unpublished(404 likely),217,0,0.000000
8578,unmatched:unpublished(404 likely),269,0,0.000000
8579,unmatched:unpublished(404 likely),49,0,0.000000
8580,unmatched:unpublished(404 likely),32,0,0.000000
8581,unmatched:unpublished(404 likely),4,0,0.000000
8582,unmatched:unpublished(404 likely),4,0,0.000000
8583,unmatched:unpublished(404 likely),35,0,0.000000
8585,unmatched:unpublished(404 likely),4,0,0.000000
8586,unmatched:unpublished(404 likely),4,0,0.000000
8589,unmatched:unpublished(404 likely),653,0,0.000000
8590,unmatched:unpublished(404 likely),11,0,0.000000
8591,unmatched:unpublished(404 likely),4,0,0.000000
8594,unmatched:unpublished(404 likely),365,0,0.000000
8595,unmatched:unpublished(404 likely),35,0,0.000000
8596,unmatched:unpublished(404 likely),8,0,0.000000
8604,unmatched:unpublished(404 likely),61,0,0.000000
8607,unmatched:unpublished(404 likely),4,0,0.000000
8611,unmatched:unpublished(404 likely),4,0,0.000000
8612,unmatched:unpublished(404 likely),11,0,0.000000
8614,unmatched:unpublished(404 likely),8,0,0.000000
8615,unmatched:unpublished(404 likely),4,0,0.000000
8616,unmatched:unpublished(404 likely),1744,4,0.002294
8619,unmatched:unpublished(404 likely),518,0,0.000000
8621,unmatched:unpublished(404 likely),18,0,0.000000
8625,unmatched:unpublished(404 likely),4,0,0.000000
8628,unmatched:unpublished(404 likely),32,0,0.000000
8629,unmatched:unpublished(404 likely),21,0,0.000000
8630,unmatched:unpublished(404 likely),7,0,0.000000
8631,unmatched:unpublished(404 likely),1364,0,0.000000
8632,unmatched:unpublished(404 likely),371,0,0.000000
8633,unmatched:unpublished(404 likely),4,0,0.000000
8636,unmatched:unpublished(404 likely),7,0,0.000000
8637,unmatched:unpublished(404 likely),8,0,0.000000
8638,unmatched:unpublished(404 likely),1306,0,0.000000
8643,unmatched:unpublished(404 likely),55,0,0.000000
8644,unmatched:unpublished(404 likely),135,4,0.029630
8645,unmatched:unpublished(404 likely),18,0,0.000000
8647,unmatched:unpublished(404 likely),4,0,0.000000
8649,unmatched:unpublished(404 likely),64,0,0.000000
8653,unmatched:unpublished(404 likely),84,0,0.000000
8666,unmatched:unpublished(404 likely),19,0,0.000000
8670,unmatched:unpublished(404 likely),25,0,0.000000
8672,unmatched:unpublished(404 likely),27,0,0.000000
8677,unmatched:unpublished(404 likely),176,0,0.000000
8679,unmatched:unpublished(404 likely),14,0,0.000000
8680,unmatched:unpublished(404 likely),121,0,0.000000
8683,unmatched:unpublished(404 likely),14,0,0.000000
8685,unmatched:unpublished(404 likely),14,0,0.000000
8688,unmatched:unpublished(404 likely),11,0,0.000000
8690,unmatched:unpublished(404 likely),11,0,0.000000
8691,unmatched:unpublished(404 likely),18,0,0.000000
8694,unmatched:unpublished(404 likely),7,0,0.000000
8695,unmatched:unpublished(404 likely),15,0,0.000000
8700,unmatched:unpublished(404 likely),29,0,0.000000
8702,unmatched:unpublished(404 likely),466,0,0.000000
8704,unmatched:unpublished(404 likely),4,0,0.000000
8705,unmatched:unpublished(404 likely),4,0,0.000000
8710,unmatched:unpublished(404 likely),4,0,0.000000
8713,unmatched:unpublished(404 likely),4,0,0.000000
8717,unmatched:unpublished(404 likely),4,0,0.000000
8721,unmatched:unpublished(404 likely),4,0,0.000000
8724,unmatched:unpublished(404 likely),50,0,0.000000
8728,unmatched:unpublished(404 likely),4,0,0.000000
8730,unmatched:unpublished(404 likely),18,0,0.000000
8731,unmatched:unpublished(404 likely),62,0,0.000000
8733,unmatched:unpublished(404 likely),4,0,0.000000
8737,unmatched:unpublished(404 likely),11,0,0.000000
8739,unmatched:unpublished(404 likely),64,0,0.000000
8740,unmatched:unpublished(404 likely),404,0,0.000000
8741,unmatched:unpublished(404 likely),28,0,0.000000
8743,unmatched:unpublished(404 likely),405,4,0.009877
8744,unmatched:unpublished(404 likely),4,0,0.000000
8745,unmatched:unpublished(404 likely),72,0,0.000000
8748,unmatched:unpublished(404 likely),4,0,0.000000
8753,unmatched:unpublished(404 likely),500,0,0.000000
8754,unmatched:unpublished(404 likely),67,0,0.000000
8755,unmatched:unpublished(404 likely),8,0,0.000000
8756,unmatched:unpublished(404 likely),86,0,0.000000
8757,unmatched:unpublished(404 likely),107,0,0.000000
8758,unmatched:unpublished(404 likely),4,0,0.000000
8759,unmatched:unpublished(404 likely),67,0,0.000000
8765,unmatched:unpublished(404 likely),772,0,0.000000
8767,unmatched:unpublished(404 likely),4,0,0.000000
8777,unmatched:unpublished(404 likely),4,0,0.000000
8785,unmatched:unpublished(404 likely),253,4,0.015810
8789,unmatched:unpublished(404 likely),173,0,0.000000
8791,unmatched:unpublished(404 likely),8,0,0.000000
8795,unmatched:unpublished(404 likely),67,0,0.000000
8796,unmatched:unpublished(404 likely),132,0,0.000000
8800,unmatched:unpublished(404 likely),12,0,0.000000
8802,unmatched:unpublished(404 likely),4,0,0.000000
8804,unmatched:unpublished(404 likely),26,0,0.000000
8805,unmatched:unpublished(404 likely),8,0,0.000000
8807,unmatched:unpublished(404 likely),19,0,0.000000
8810,unmatched:unpublished(404 likely),35,0,0.000000
8812,unmatched:unpublished(404 likely),7,0,0.000000
8815,unmatched:unpublished(404 likely),37,0,0.000000
8816,unmatched:unpublished(404 likely),4,0,0.000000
8819,unmatched:unpublished(404 likely),60,0,0.000000
8822,unmatched:unpublished(404 likely),86,0,0.000000
8823,unmatched:unpublished(404 likely),169,0,0.000000
8825,unmatched:unpublished(404 likely),211,0,0.000000
8826,unmatched:unpublished(404 likely),7,0,0.000000
8828,unmatched:unpublished(404 likely),45,0,0.000000
8830,unmatched:unpublished(404 likely),32,0,0.000000
8831,unmatched:unpublished(404 likely),39,0,0.000000
8836,unmatched:unpublished(404 likely),25,0,0.000000
8840,unmatched:unpublished(404 likely),22,0,0.000000
8844,unmatched:unpublished(404 likely),18,0,0.000000
8848,unmatched:unpublished(404 likely),4,0,0.000000
8850,unmatched:unpublished(404 likely),124,0,0.000000
8851,unmatched:unpublished(404 likely),4,0,0.000000
8853,unmatched:unpublished(404 likely),7,0,0.000000
8854,unmatched:unpublished(404 likely),11,0,0.000000
8855,unmatched:unpublished(404 likely),290,0,0.000000
8856,unmatched:unpublished(404 likely),4,0,0.000000
8859,unmatched:unpublished(404 likely),75,0,0.000000
8860,unmatched:unpublished(404 likely),358,4,0.011173
8863,unmatched:unpublished(404 likely),200,0,0.000000
8864,unmatched:unpublished(404 likely),4,0,0.000000
8868,unmatched:unpublished(404 likely),22,0,0.000000
8869,unmatched:unpublished(404 likely),18,0,0.000000
8870,unmatched:unpublished(404 likely),105,0,0.000000
8871,unmatched:unpublished(404 likely),11,0,0.000000
8875,unmatched:unpublished(404 likely),12,0,0.000000
8881,unmatched:unpublished(404 likely),50,0,0.000000
8883,unmatched:unpublished(404 likely),40,0,0.000000
8885,unmatched:unpublished(404 likely),166,0,0.000000
8886,unmatched:unpublished(404 likely),454,0,0.000000
8888,unmatched:unpublished(404 likely),87,0,0.000000
8889,unmatched:unpublished(404 likely),7,0,0.000000
8890,unmatched:unpublished(404 likely),1505,4,0.002658
8893,unmatched:unpublished(404 likely),11,0,0.000000
8894,unmatched:unpublished(404 likely),4,0,0.000000
8895,unmatched:unpublished(404 likely),4,0,0.000000
8896,unmatched:unpublished(404 likely),78,0,0.000000
8898,unmatched:unpublished(404 likely),18,0,0.000000
8900,unmatched:unpublished(404 likely),36,0,0.000000
8905,unmatched:unpublished(404 likely),7,0,0.000000
8906,unmatched:unpublished(404 likely),28,0,0.000000
8907,unmatched:unpublished(404 likely),4,0,0.000000
8910,unmatched:unpublished(404 likely),14,0,0.000000
8912,unmatched:unpublished(404 likely),18,0,0.000000
8913,unmatched:unpublished(404 likely),4,0,0.000000
8915,unmatched:unpublished(404 likely),35,0,0.000000
8916,unmatched:unpublished(404 likely),68,0,0.000000
8917,unmatched:unpublished(404 likely),11,0,0.000000
8919,unmatched:unpublished(404 likely),11,0,0.000000
8923,unmatched:unpublished(404 likely),25,0,0.000000
8924,unmatched:unpublished(404 likely),71,4,0.056338
8926,unmatched:unpublished(404 likely),15,0,0.000000
8928,unmatched:unpublished(404 likely),14,0,0.000000
